id,name,url,description,start_time,end_time,location,address,organizer,is_free,price,currency,thumbnail
U9R0M3K7XW,AMATERASUN SPORT ACADEMY - MELATI MAS STREET,https://www.goersapp.com/events/amaterasun-sport-academy-melati-mas-street--amaterasunsportmelatimas,"AMATERASUN SPORT ACADEMY

Amaterasun Sport Academy hadir untuk ajak kamu olahraga seru namun tetap aman di bawah matahari.

Dengan perlindungan #RealSPF dan Intelligent DNA Guardian dari Amaterasun Sunscreen, kamu bisa bebas bergerak kapan aja, di mana aja tanpa takut kulit belang.

Bagi Amaterasun, gaya hidup sehat dimulai dari satu langkah kecil, dan setiap tetes perlindungan yang nyata.

Sport Academy bukan cuma olahraga, tapi juga cara seru buat hidup sehat, aktif, dan selalu terlindungi!",2025-10-11T08:00:00+07:00,2025-10-11T09:00:00+07:00,Watsons Apotek,"PMJ6+M9W, Jl. Villa Melati Mas Raya, Jelupang, Kecamatan Serpong Utara, Tangerang Selatan Kota, Banten, Indonesia",Somethinc Official,false,45000,IDR,"https://d3hzxw6fwm263k.cloudfront.net/uploads/events/photos/1757487926-8UgWoDlWEnsi5Uwry4CW9iJcsYThw871.jpg?width=1024&quality=90&x-oss-process=image/resize,w_1024,m_lfit/quality,q_90"
C6E5T8A2HN,Biznet Fun Run Pontianak,https://www.loket.com/event/biznet-fun-run-pontianak-fd1o,"RUN TO INSPIRE

Lebih dari sekadar ajang lari, Biznet Running ingin mendukung setiap langkah menuju hidup yang lebih sehat dan bermakna. Acara ini mengusung konsep Fun Run dengan semangat kebersamaan, gaya hidup sehat, dan tentunya memberikan pengalaman seru yang didukung oleh koneksi Internet cepat dan stabil dari Biznet.

 

BIZNET FUN RUN

Kategori lari dengan jarak 5 kilometer yang bisa dilakukan oleh pemula dan profesional. Rentang usia mulai dari 17-69 tahun.",2025-10-26T06:00:00+07:00,2025-10-26T10:00:00+07:00,"Museum Kalimantan Barat, Kota Pontianak",null,Biznet,false,200000,IDR,https://assets.loket.com/neo/production/images/banner/20251007110719_68e491f7746a0.jpg
V1F3Z9Y7BL,Vegan Runners Challenge - Batch 4,https://www.loket.com/event/vegan-runners-challenge-batch-4_fbD9b,"Selamat datang di Vegan Runners Challenge Batch 4, sebuah program yang dirancang untuk meningkatkan performa lari dengan mengadopsi gaya hidup sehat, pola makan nabati berkelanjutan. Dengan kombinasi pelatihan profesional, seminar edukatif, dan dukungan komunitas, kamu akan mendapatkan pengalaman lengkap yang tidak hanya seru tetapi juga penuh manfaat.

 

Selama kurang lebih 3-4 minggu berturut-turut, kamu akan mengikuti tantangan mengadopsi pola makan nabati, mengikuti program lari, dan aktif melaporkan progressmu di Whatsapp Group dan Media Sosial dengan tujuan mentransformasi diri jadi lebih sehat dan meningkatkan performa lari.

 

Apa yang Kamu Dapatkan:

Challengers Pack (Total Nilai: Rp 300.000)
Premium Running Jersey dari Endorphene
Mini Medical Check-Up (sebelum & sesudah challenge) untuk yang bisa hadir secara offline
Panduan Gizi Nabati Seimbang & Seminar bersama Ahli Gizi
Panduan Latihan Lari & Strength Training oleh Pelatih Lari Bersertifikat
Sesi Latihan Bersama dengan Pelatih Lari & Pelatih Performa
Online Coaching untuk Lari dan Nutrisi
Kesempatan Menangkan Hadiah Senilai Total Rp 40 Juta!
E-Certificate Keikutsertaan
 

Catatan Penting untuk Diketahui:

Challengers Pack untuk peserta di domisili Jabodetabek wajib mengambilnya pada saat event atau kegiatan pertama atau kedua di lokasi yang nanti ditentukan oleh panitia
Untuk peserta di luar Jabodetabek, Challengers Pack akan dikirimkan dan akan ada biaya pengiriman secara COD atau koordinasi lanjutan oleh admin",2025-11-02T05:00:00+07:00,2025-11-02T12:00:00+07:00,"Burgreens Flagship Menteng, Jakarta Pusat",null,Vegan Runners Indonesia,false,200000,IDR,https://assets.loket.com/neo/production/images/banner/20250622000226_6856e5a25d940.jpg
J2D8R4L6QP,10K 5K EKAS SUNSET TRAIL RUN,https://www.loket.com/event/10k-ekas-sunset-trail-run-kjg,"Are You Ready Guys ?



Yuks, Ikutan EKAS SUNSET TRAIL RUN

Ekas Sunset Trail Run merupakan Event Lari Pantai yang akan diadakan di Pantai Ekas Lombok Timur Pada sabtu, 8 November 2025 pukul 15.00 WITA Till Sundown, ada berbagi rangkaian acara yang menarik untuk diikuti oleh para runners diantaranya:

Ekas Sunset Trail Run 10 K 5 K (FEMALE & MALE)
Pagelaran Budaya
Ekas Camp
Bazar Kuliner
Clean up Pantai
Party Becah ( Konser Band)
FotoGrafi Contes


Ekas Sunset Trail Run kali ini mengusung konsep berlari sambil melewati berbagai panorama indah Pantai Ekas para pelari akan disuguhkan berbagai pemandangan yang indah dan trek lari yang menantang mulai dari pesisir pantai, perbukitan Culture Lokal dan tentunya menikmati sunset di Pantai Ekas. Ekas Sunset Trail Run 10 K dan 5 K kolaborasi dengan Pemuda Desa Ekas (Ekas Surf Club) dan Smart Mendunia Enterprise Event Organizer (EO) dengan didukung oleh Pemerintah Kabupaten Lombok Timur serta turut merayakan Hari Ulang Tahun Korpri ( Korps Pegawai Republik Indonesia yang ke-54 pada tanggal 29 November 2025) dengan sasaran Mencetak Rekor Muri Jumlah Peserta Terbanyak.



#ekasbeach #lombok #pantaiekas #trailrunning #beatifullombok",2025-11-08T15:30:00+07:00,2025-11-08T19:00:00+07:00,"Pantai Ekas, Kecamatan Jerowaru, Kab. Lotim, Kab. Lombok Timur",null,Smart Mendunia Enterprise,false,150000,IDR,https://assets.loket.com/neo/production/images/banner/20250925104806_68d4bb7639c60.jpg
M4X7N9S2KC,FUN RUN LARI SAMA MANTAN,https://www.loket.com/event/fun-run-lari-sama-mantan_kxb1,"Siapa bilang mantan harus dilupakan?

Kadang, yang perlu cuma... diajak lari bareng 😅

🎽 LARI SAMA MANTAN

📅 12.10.2025 | 📍Hotel Dafam Semarang

💵 IDR 188K/single atau IDR 350/couple

",2025-10-12T05:00:00+07:00,2025-10-12T09:00:00+07:00,"Hotel Dafam Semarang, Kota Semarang",null,Hotel Dafam Semarang,false,188000,IDR,https://assets.loket.com/neo/production/images/banner/20250908112241_68be5a1104ca7.jpg
S8G0E1T5ZW,FUN RUN IKA UNHAS JENEPONTO 2025,https://www.loket.com/event/fun-run-ika-unhas-jeneponto-2025,"Melihat perkembangan olahraga dan kesadaran hidup sehat di Jeneponto, IKA Unhas berinisiatif mengadakan ""IKA UNHAS JENEPONTO FUNRUN 2025"". Acara ini bertujuan menyatukan masyarakat, meningkatkan kesadaran kesehatan, dan memperkenalkan potensi daerah.",2025-10-26T06:30:00+07:00,2025-10-26T10:00:00+07:00,"Lapangan Parangpassamaturukang, Jeneponto, Kab. Jeneponto",null,Fun Run IKA UNHAS Jeneponto,false,125000,IDR,https://assets.loket.com/neo/production/images/banner/20250809151908_6897047c34ac2.jpg
W5Q2P9R8LM,PGV STEP FOR FUN,https://www.loket.com/event/pgvstepforfun,"Acara akan diadakan di kawasan Podomoro Golf View, Cimanggis Depok pada tanggal 12 Oktober 2025 pukul 06.00 WIB.
Pendaftaran dibuka s/d Quota terpenuhi atau tanggal 05 Oktober 2025.
Pastikan mengisi alamat email atau nomor handphone sesuai dan tidak ada typo (salah penulisan).
E-Tiket akan dikirimkan melalui email.
Pelaksanaan kegiatan dimulai pukul 06.00 - 12.00 WIB.
Konten Kegiatan meliputi Fun Walk, Bazar, Undian Hadiah, Edukasi, dan Hiburan.",2025-10-12T06:00:00+07:00,2025-10-12T12:00:00+07:00,"Podomoro Golf View, Kab. Bogor",null,Podomoro Golf View,false,50000,IDR,https://assets.loket.com/neo/production/images/banner/20250924103644_68d3674c26933.jpg
K9A4V6C1XT,KADIN MAJALENGKA RUNFEST,https://www.loket.com/event/kadin-majalengka-runfest_fDUV,"NAMA ACARA : KADIN MAJALENGKA RUN FESTIVAL 2025

TEMA ACARA : STEP IN TO NATURE, SUPPORT LOCAL CULTURE



Tanggal : MINGGU, 12 OKTOBER 2025

Lokasi Start/Finish : Alun-alun Majalengka



Majalengka tidak hanya dikenal karena bentang alamnya yang memukau, tetapi juga rumah bagi kekayaan budaya, kuliner lokal yang lezat, dan produk-produk lokal yang unik yang patut mendapat perhatian lebih besar. Seiring kita terus pulih dan berkembang di era pascapandemi, penting untuk menciptakan ruang-ruang baru yang mempertemukan komunitas, wirausahawan, dan wisatawan dengan cara yang menyenangkan, bermakna, dan menginspirasi.



Dengan semangat kolaborasi dan kebangkitan daerah tersebut, Kamar Dagang dan Industri (KADIN) Majalengka meluncurkan Kadin Majalengka Run Festival 2025, sebuah acara yang tidak hanya mempromosikan gaya hidup sehat, tetapi juga menampilkan semua yang ditawarkan Majalengka.



Acara ini diharapkan dapat memberikan dampak positif bagi perekonomian, mulai dari perhotelan, pedagang makanan, dan transportasi lokal, hingga industri kreatif dan pariwisata. Lebih dari sekadar lomba lari, Kadin Majalengka Run Festival 2025 mencerminkan komitmen KADIN untuk membangun masyarakat yang lebih sehat dan mendukung wirausahawan lokal untuk berkembang dan bersaing.



Dengan menarik pelari dan pengunjung dari dalam dan luar Majalengka, acara ini bertujuan untuk menjadi magnet baru bagi wisata olahraga, sebuah tren yang berkembang di banyak daerah di Indonesia.



Melalui tema ini, peserta diajak untuk menyatu dengan alam Majalengka melalui jalur lari yang indah, sambil turut mendukung budaya, UMKM, dan produk lokal yang hadir di setiap titik kegiatan.



LOMBA LARI
PRA-EVENT
MINI EVENT
FESTIVAL PRODUK LOKAL
ZONA EDUKASI & WELLNESS (OPSIONAL)




3.EVENT OVERVIEW



KADIN Majalengka Run Festival 2025 lebih dari sekadar lomba lari, melainkan perayaan meriah yang memadukan olahraga, budaya, musik, dan kebanggaan lokal menjadi satu pengalaman tak terlupakan. Bertempat di jantung Majalengka yang indah, acara ini mengundang para pelari, komunitas, dan pengunjung untuk berkumpul dan merayakan gerakan, kreativitas, dan kolaborasi.



Lomba lari ini akan menampilkan dua kategori utama: 5K dan 10K, yang dirancang untuk mengakomodasi pelari kasual maupun atlet berpengalaman. Peserta akan berlari melalui rute perkotaan dan alam yang dipilih dengan cermat, menampilkan lanskap terbaik Majalengka, sambil disemangati oleh penonton yang antusias dan kelompok pendukung lokal di sepanjang jalan.



Yang membuat acara ini istimewa adalah apa yang terjadi setelah garis finis. Setelah pelari menyelesaikan perjalanan mereka, mereka akan disambut di zona festival yang penuh semangat, penuh dengan pertunjukan langsung dan pertunjukan budaya. Dari alunan DJ live dan energi band-band lokal, hingga alunan musik tradisional Majalengka yang kaya dan membangkitkan semangat, panggung akan menjadi hidup dalam perayaan budaya modern dan lokal.



Menambah keseruan, kami juga menyelenggarakan kompetisi sorak, di mana tim sekolah, komunitas, dan organisasi lokal akan berkompetisi dalam kreativitas, semangat, dan penampilan. Nantikan kostum, nyanyian, koreografi, dan segudang kebanggaan lokal.



Festival ini juga akan menampilkan ruang kreatif untuk pengalaman kuliner dan pameran produk lokal, di mana usaha kecil (UMKM) dapat mempromosikan merek mereka, menjual barang-barang buatan tangan, dan menawarkan cita rasa lokal yang autentik kepada semua pengunjung. Ini bukan sekadar acara lari, melainkan platform untuk pemberdayaan masyarakat dan kebangkitan ekonomi.



Dengan suasana yang inklusif dan ramah keluarga, KADIN Majalengka Run Festival 2025 akan menjadi tolok ukur baru untuk wisata olahraga di wilayah ini, memadukan gerakan, musik, budaya, dan perdagangan dalam satu hari yang akan memberi energi bagi Majalengka yang belum pernah ada sebelumnya.





4.DATE & VENUE



KADIN Majalengka Run Festival 2025 resmi dijadwalkan pada hari Minggu, 12 Oktober 2025, dan akan diselenggarakan di Alun-Alun Majalengka yang ikonis, pusat budaya dan kehidupan kota. Lokasi terbuka ini, yang dikelilingi oleh jalan-jalan utama dan landmark bersejarah, akan berfungsi sebagai lokasi utama Garis Start & Finish dan sebagai ruang sentral untuk perayaan festival pasca-lomba.



Dipilih karena nilai simbolis dan aksesibilitasnya yang strategis, Alun-Alun Majalengka menawarkan suasana yang sempurna untuk acara publik berskala besar yang mempertemukan warga, atlet, wisatawan, dan pelaku bisnis lokal. Tata ruang yang luas dan kedekatannya dengan hotel, kantor pemerintahan, dan pusat komunitas menjadikannya lokasi yang strategis dan bermakna untuk menyelenggarakan tradisi tahunan yang terus berkembang ini.



Acara ini diperkirakan akan menarik lebih dari 2.500 peserta dari Majalengka dan berbagai daerah di Jawa Barat dan Indonesia. Acara dimulai pagi-pagi sekali, dengan check-in di gerbang dan kegiatan pemanasan dimulai pukul 05.00. Waktu resmi untuk lomba lari 10K adalah pukul 06.00, dilanjutkan dengan lomba lari 5K pukul 06.15.



Seluruh jalan di sepanjang rute lomba akan ditutup sementara dan dijaga ketat oleh petugas lomba, tim medis, pos hidrasi, dan rambu-rambu untuk memastikan keselamatan peserta dan kelancaran arus sepanjang pagi.



Selain lomba itu sendiri, area festival di Alun-Alun akan disulap menjadi destinasi pasca-lari yang meriah. Di sini, peserta dan penonton dapat menikmati musik live dari band-band lokal, penampilan energik dari DJ unggulan, dan penampilan musik tradisional Majalengka yang indah dan menonjolkan warisan lokal. Salah satu elemen yang paling dinantikan dari acara ini adalah kompetisi cheerleader, di mana tim sekolah dan kelompok masyarakat akan berlomba menunjukkan semangat, kreativitas, dan dukungan terbaik di sepanjang rute lomba dan di panggung utama. Tempat ini juga akan menghadirkan:



Stan kuliner dengan makanan dan minuman lokal
Stan UMKM yang menampilkan produk-produk khas Majalengka
Aktivasi sponsor dan pengalaman bermerek
Zona santai dan area duduk ramah keluarga
Stan foto, pojok media, dan dinding media sosial


Dengan perkiraan jumlah pengunjung ribuan orang — baik peserta maupun pengunjung festival — Minggu, 12 Oktober 2025 akan menjadi hari yang monumental bagi Majalengka: sebuah perayaan pergerakan, kebanggaan masyarakat, dan kebangkitan ekonomi dalam satu pengalaman yang tak terlupakan.",2025-10-12T05:00:00+07:00,2025-10-12T10:00:00+07:00,"Alun - alun Majalengka, Kab. Majalengka",null,KADIN Majalengka,false,160000,IDR,https://assets.loket.com/neo/production/images/banner/20250728182304_68875d981d373.jpg
E3N7M0Y5DJ,LAMPUNG PINKTOBER RUN,https://www.loket.com/event/lampung-pinktober-run_kk41,"THIS OCTOBER, THE HURUN AND ROAD TO GIVE ARE JOINING FORCES IN A POWERFUL COLLABORATION TO LAUNCH THE FIRST-EVER LAMPUNG PINKTOBER RUN 2025



A VIBRANT, PURPOSE-DRIVEN CAMPAIGN UNITING WELLNESS, AWARENESS, AND COLLECTIVE ACTION IN SUPPORT OF BREAST CANCER AWARENESS.

PROFITS OF THE EVENT WILL SUPPORT 10,000 FREE BREAST CANCER SCREENINGS FOR MARGINALIZED WOMEN THROUGH LOVEPINK INDONESIA.



LOCATION AT KYOKKO BEACH - ENTRY FROM MARRIOTT LAMPUNG GATE

DATE SATURDAY, 25 OCTOBER 2025

RUNNER LINE UP 5AM

FLAG OFF 6AM (WE ARE VERY ON TIME)

PLEASE ARRIVE EARLIER DUE TO PARKING SPACE.



DISTANCE 6K ( WE ADD A LITTLE EXTRA SO YOU COULD ENJOY THE BEAUTY OF PESAWARAN SHORE)



WALK WITH US AND MAKE YOUR MARK AT LAMPUNG PINKTOBER RUN 2025 !





---





Oktober ini, Hurun dan Road to Give bekerja sama untuk meluncurkan Lampung Pinktober Run pertama di 2025.

Acara seru ini bertujuan untuk meningkatkan kesadaran tentang kanker payudara sambil mendukung kesehatan dan aksi bersama.



Profit yang terkumpul akan digunakan untuk 10.000 pemeriksaan kanker payudara gratis lewat LovePink Indonesia.



Lokasinya di Kyokko Beach, masuk lewat gerbang Marriott Lampung.



Acara berlangsung pada Sabtu, 25 Oktober 2025.",2025-10-25T04:10:00+07:00,2025-10-25T12:10:00+07:00,"Kyokko Beach - The Hurun, Kab. Pesawaran",null,The Hurun x Lampung Marriott,false,350000,IDR,https://assets.loket.com/neo/production/images/banner/20250819203231_68a47cef9c157.jpg
Z6R1T8H9PQ,SSF FUN RUN (ROAD TO SSF),https://www.loket.com/event/ssf-fun-run-road-to-ssf_kmUg,"PERSYARATAN PESERTA SSF FUN RUN





RACE DAY

📅 29 November 2025

📍 Istana Anak, Taman Mini Indonesia Indah



RACE PACK COLLECTION (RPC): To Be Confirmed

📅 27–28 November 2025





Berlaku untuk seluruh peserta kegiatan lari. Dengan mendaftar, peserta dianggap telah membaca, memahami, dan menyetujui seluruh ketentuan yang tercantum dalam dokumen ini.





1. Ketentuan Umum



Terbuka untuk umum (pria/wanita) dengan usia minimal 15 tahun ke atas.
Peserta wajib melakukan registrasi resmi dan mengisi data dengan benar.
Dengan mendaftar, peserta dianggap menyetujui seluruh peraturan yang berlaku.
Tiket SSF Fun Run sudah termasuk tiket masuk TMII.




2. Kesehatan & Keselamatan



Peserta wajib berada dalam kondisi sehat jasmani dan rohani.
Tidak dianjurkan bagi penderita penyakit berisiko (misalnya jantung, asma berat, atau epilepsi) tanpa rekomendasi medis.
Disarankan melakukan medical check-up ringan sebelum acara.
Wajib mengenakan sepatu lari yang sesuai serta pakaian olahraga yang nyaman.
Panitia menyiapkan tim medis dan pos kesehatan, namun peserta tetap bertanggung jawab atas kondisi kesehatannya masing-masing.




3. Perlengkapan Wajib



Nomor dada (BIB) resmi dari panitia harus dipasang dan terlihat jelas selama kegiatan berlangsung.
Disarankan membawa ponsel dengan baterai cukup untuk keperluan darurat.




4. Ketertiban & Etika Peserta



Peserta wajib mematuhi seluruh arahan dari marshal, panitia SSF, dan petugas keamanan.
Dilarang mengganggu peserta lain, mendorong, atau melakukan tindakan tidak sportif.
Dilarang membuang sampah sembarangan; gunakan tempat sampah yang telah disediakan.


5. Race Pack



Setiap peserta yang telah melakukan registrasi berhak mendapatkan Race Pack, yang dapat diambil sesuai jadwal dan lokasi yang ditentukan panitia. Isi Race Pack meliputi:



1 kaos SSF Fun Run “Juaraga” (All Size)
1 nomor dada (BIB)
1 goodie bag berisi merchandise sponsor
Medali finisher bagi peserta yang mencapai garis finis




6. Force Majeure & Kebijakan

Panitia berhak menunda atau membatalkan acara karena cuaca ekstrem, bencana alam, atau kondisi darurat lainnya.
Biaya pendaftaran tidak dapat dikembalikan, kecuali ada kebijakan khusus dari panitia.
Setiap perubahan jadwal atau rute akan diumumkan melalui kanal komunikasi resmi panitia.






📱 More Info:

Instagram: @soraksoraifest

Website: www.soraksoraifest.com



Promotor: Gebyar Komunikasi",2025-11-29T05:00:00+07:00,2025-11-29T10:10:00+07:00,"ISTANA ANAK - TMII, Jakarta Timu",null,GEBYAR KOMUNIKASI,false,250000,IDR,https://assets.loket.com/neo/production/images/banner/20251006132413_68e3608d00929.jpg
Y0B5C7J2VN,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/311277523/,Your body can stand almost anything. It's your mind that you have to convince.,2025-10-05T06:00:00+07:00,2025-10-05T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=750
G3W8K9S1LP,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/dzlpdlyhcnbqb,Your body can stand almost anything. It's your mind that you have to convince.,2025-10-12T06:00:00+07:00,2025-10-12T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=751
R5F2N6M0XA,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/dzlpdlyhcnbzb,Your body can stand almost anything. It's your mind that you have to convince.,2025-10-19T06:00:00+07:00,2025-10-19T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=752
O8L1Q9H7ZT,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/dzlpdlyhcnbjc,Your body can stand almost anything. It's your mind that you have to convince.,2025-10-26T06:00:00+07:00,2025-10-26T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=753
I7P3J6B5VC,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/dzlpdlyhcpbdb,Your body can stand almost anything. It's your mind that you have to convince.,2025-11-02T06:00:00+07:00,2025-11-02T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=754
D2X9R0K4WN,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/dzlpdlyhcpbmb,Your body can stand almost anything. It's your mind that you have to convince.,2025-11-09T06:00:00+07:00,2025-11-09T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=755
A5H6M8Q7EP,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/dzlpdlyhcpbvb,Your body can stand almost anything. It's your mind that you have to convince.,2025-11-16T06:00:00+07:00,2025-11-16T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=756
T4C1Z3L9VF,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/dzlpdlyhcpbfc,Your body can stand almost anything. It's your mind that you have to convince.,2025-11-23T06:00:00+07:00,2025-11-23T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=757
L9E7N2Y5HR,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/dzlpdlyhcpbnc,Your body can stand almost anything. It's your mind that you have to convince.,2025-11-30T06:00:00+07:00,2025-11-30T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=758
Q6B3M8F0JP,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/dzlpdlyhcqbkb,Your body can stand almost anything. It's your mind that you have to convince.,2025-12-07T06:00:00+07:00,2025-12-07T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=759
B7W4T9S1XK,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/dzlpdlyhcqbsb,Your body can stand almost anything. It's your mind that you have to convince.,2025-12-14T06:00:00+07:00,2025-12-14T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=760
X8D0C6R2QN,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/311229123,Your body can stand almost anything. It's your mind that you have to convince.,2025-09-28T06:00:00+07:00,2025-09-28T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=761
N5K9P3V7JL,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/311111505,Your body can stand almost anything. It's your mind that you have to convince.,2025-09-21T06:00:00+07:00,2025-09-21T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=762
H4A8Y1T6MF,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/310996446,Your body can stand almost anything. It's your mind that you have to convince.,2025-09-14T06:00:00+07:00,2025-09-14T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=763
P3L0R9E2ZW,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/310879781,Your body can stand almost anything. It's your mind that you have to convince.,2025-09-07T06:00:00+07:00,2025-09-07T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=764
U7S1M4X9KB,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/310756247,Your body can stand almost anything. It's your mind that you have to convince.,2025-08-31T06:00:00+07:00,2025-08-31T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=765
C9N2F5T8VH,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/310639507,Your body can stand almost anything. It's your mind that you have to convince.,2025-08-24T06:00:00+07:00,2025-08-24T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=766
V2G0D3L7YR,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/310527319,Your body can stand almost anything. It's your mind that you have to convince.,2025-08-17T06:00:00+07:00,2025-08-17T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=767
J8W5K6R1EP,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/310415231,Your body can stand almost anything. It's your mind that you have to convince.,2025-08-10T06:00:00+07:00,2025-08-10T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=768
M1T9Z4F0QA,Sunday Run,https://www.meetup.com/jakarta-beginner-runners/events/310300818,Your body can stand almost anything. It's your mind that you have to convince.,2025-08-03T06:00:00+07:00,2025-08-03T09:00:00+07:00,"Car Free Day, Sudirman-Thamrin, Jakarta",null,Linda,true,null,null,https://secure.meetupstatic.com/photos/event/e/7/2/f/highres_452879183.jpeg?w=769
S6H2N3Y5WL,RCE Indoor Tennis @ ATW,https://www.meetup.com/jakarta-sports-and-entertainment-group/events/311121299/?recId=6772f9be-3a1e-4702-9aeb-4b44334a1d4f&recSource=event-search&searchId=27a22e7e-44fe-44f1-bf8e-51e669016fda&eventOrigin=find_page%24all,"Want to unwind after work with some fun? How about hitting the tennis courts at Anol Tennis Warehouse with people who are at your level (Intermediate)? It’s a weekly event, and we’re always welcoming new members, so you can get a great workout and make some new friends all at once. Looking forward to seeing you there soon! Fee is 198,000 Rp per person.",2025-10-09T20:24:00+07:00,2025-10-09T22:45:00+07:00,Taman Impian Jaya Ancol,null,Entario Susanto,true,null,null,https://secure.meetupstatic.com/photos/event/6/c/3/d/highres_528807709.jpeg?w=750
W0Q8B9X7DR,Friday Nite PickleBall at ATW,https://www.meetup.com/jakarta-sports-and-entertainment-group/events/311136975/?recId=8987efeb-a271-42a1-84de-c937889bc85d&recSource=event-search&searchId=fc6edade-fea4-4e2d-80f5-a2a655a50dca&eventOrigin=find_page%24all,"Main Bareng Pickleball at Ancol Tennis Warehouse. Join us for fun, socialising and sports at Ancol Tennis Warehouse.",2025-10-10T19:00:00+07:00,null,Taman Impian Jaya Ancol,null,Entarico Susanto,true,null,null,https://secure.meetupstatic.com/photos/event/6/c/3/d/highres_528807709.jpeg?w=750
